MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
2017,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,9.4,6.7,8.2,34,194
2017,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,X,10,7.2,8.7,32,207
2017,HYUNDAI,SONATA HYBRID,MID-SIZE,2,4,AS6,X,6.3,5.7,6,47,143
2017,HYUNDAI,SONATA HYBRID SE,MID-SIZE,2,4,AS6,X,6,5.3,5.7,50,137
2017,HYUNDAI,TUCSON,SUV - SMALL,1.6,4,AM7,X,9.9,8.5,9.3,30,221
2017,HYUNDAI,TUCSON,SUV - SMALL,2,4,AS6,X,10.1,7.8,9,31,213
2017,HYUNDAI,TUCSON AWD,SUV - SMALL,2,4,AS6,X,11,9.1,10.2,28,241
2017,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.3,6.7,7.6,37,180
2017,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,8.9,6.9,8,35,188
2017,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AS6,X,8.9,7.3,8.2,34,193
2017,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.4,7.2,8.4,34,200
2017,INFINITI,Q50 AWD,MID-SIZE,2,4,AS7,Z,10.7,8.4,9.6,29,226
2017,INFINITI,Q50 AWD,MID-SIZE,3,6,AS7,Z,12.6,8.8,10.9,26,256
2017,INFINITI,Q50S RED SPORT AWD,MID-SIZE,3,6,AS7,Z,12.3,9.2,10.9,26,257
2017,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,9.1,7.7,8.5,33,200
2017,INFINITI,Q60 AWD,SUBCOMPACT,2,4,AS7,Z,11.2,8.5,10,28,233
2017,INFINITI,Q60 AWD,SUBCOMPACT,3,6,AS7,Z,12.4,8.8,10.8,26,253
2017,INFINITI,Q60S RED SPORT AWD,SUBCOMPACT,3,6,AS7,Z,12.5,9.2,11,26,259
2017,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.8,11.7,24,274
2017,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,14.9,10.2,12.8,22,300
2017,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.4,7.1,7.8,36,184
2017,INFINITI,QX30,COMPACT,2,4,AM7,Z,9.7,7.1,8.5,33,200
2017,INFINITI,QX30 AWD,COMPACT,2,4,AM7,Z,10.6,8,9.4,30,221
2017,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.7,9.8,11.9,24,280
2017,INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Z,11.9,8.8,10.5,27,246
2017,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.5,9.1,10.9,26,257
2017,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,9.5,8.6,9.1,31,214
2017,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.8,12.8,22,301
2017,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,19,355
2017,JAGUAR,F-PACE 35t,SUV - SMALL,3,6,AS8,Z,13.3,10,11.8,24,277
2017,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,11.9,8.5,10.4,27,242
2017,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3,6,M6,Z,14.9,9.8,12.6,22,296
2017,JAGUAR,F-TYPE COUPE,TWO-SEATER,3,6,AS8,Z,11.9,8.5,10.4,27,242
2017,JAGUAR,F-TYPE COUPE,TWO-SEATER,3,6,M6,Z,14.9,9.8,12.6,22,296
2017,JAGUAR,F-TYPE R CONVERTIBLE AWD,TWO-SEATER,5,8,AS8,Z,15.6,10.4,13.3,21,311
2017,JAGUAR,F-TYPE R COUPE AWD,TWO-SEATER,5,8,AS6,Z,15.6,10.4,13.3,21,311
2017,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253
2017,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3,6,M6,Z,15.3,10,12.9,22,302
2017,JAGUAR,F-TYPE S CONVERTIBLE AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,25,265
2017,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253
2017,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3,6,M6,Z,15.3,10,12.9,22,302
2017,JAGUAR,F-TYPE S COUPE AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,25,265
2017,JAGUAR,XE 20d AWD,COMPACT,2,4,AS8,D,7.8,5.8,6.9,41,186
2017,JAGUAR,XE 35t AWD,COMPACT,3,6,AS8,Z,11.8,8.2,10.2,28,238
2017,JAGUAR,XF 20d AWD,MID-SIZE,2,4,AS8,D,7.8,5.8,6.9,41,186
2017,JAGUAR,XF 35t AWD,MID-SIZE,3,6,AS8,Z,12,8.4,10.4,27,243
2017,JAGUAR,XJ R-SPORT 3.0 AWD,FULL-SIZE,3,6,AS8,Z,14,9,11.8,24,276
2017,JAGUAR,XJL PORTFOLIO 3.0 AWD,FULL-SIZE,3,6,AS8,Z,14,9.4,11.9,24,280
2017,JAGUAR,XJR,FULL-SIZE,5,8,AS8,Z,15.8,10.3,13.3,21,313
2017,JAGUAR,XJR  LWB,FULL-SIZE,5,8,AS8,Z,15.8,10.3,13.3,21,313
2017,JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,11,7.8,9.6,29,225
2017,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.4,8.3,10,28,234
2017,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10,28,235
2017,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6,A9,X,11.6,8.6,10.3,27,241
2017,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.7,10.2,28,240
2017,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.8,9,11.1,25,259
2017,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,256
2017,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,3.2,6,A9,X,12.9,9.9,11.6,24,269
2017,JEEP,COMPASS,SUV - SMALL,2,4,AV,X,10.8,9,10,28,235
2017,JEEP,COMPASS,SUV - SMALL,2,4,M5,X,10.3,7.9,9.3,30,216
2017,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.3,8.7,10.1,28,238
2017,JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.2,8.3,9.3,30,219
2017,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.7,9.2,10.6,27,249
2017,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,259
2017,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.7,9.8,29,230
2017,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265
2017,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8,A8,X,16.6,10.7,14,20,328
2017,JEEP,GRAND CHEROKEE SRT8,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368
2017,JEEP,NEW COMPASS,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218
2017,JEEP,NEW COMPASS,SUV - SMALL,2.4,4,M6,X,10.4,7.3,9,31,211
2017,JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
2017,JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,30,221
2017,JEEP,PATRIOT,SUV - SMALL,2,4,AV,X,10.8,9,10,28,235
2017,JEEP,PATRIOT,SUV - SMALL,2,4,M5,X,10.3,7.9,9.3,30,216
2017,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.3,8.7,10.1,28,238
2017,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.2,8.3,9.3,30,219
2017,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.7,9.2,10.6,27,249
2017,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,259
2017,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.7,9.8,29,230
2017,JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.7,8.9,32,209
2017,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
2017,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,E,14.4,10.2,12.5,23,206
2017,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,X,9.9,7.7,8.9,32,211
2017,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230
2017,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,299
2017,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,M6,X,14.2,11,12.8,22,298
2017,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.7,11.7,13.4,21,313
2017,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,15,11.4,13.3,21,312
2017,KIA,CADENZA,FULL-SIZE,3.3,6,AS8,X,11.5,8.5,10.2,28,237
2017,KIA,FORTE (MPI),MID-SIZE,2,4,AS6,X,7.9,6.3,7.2,39,170
2017,KIA,FORTE (GDI),MID-SIZE,2,4,AS6,X,9.4,7,8.3,34,198
2017,KIA,FORTE,MID-SIZE,2,4,M6,X,9.4,6.8,8.3,34,195
2017,KIA,FORTE 5,FULL-SIZE,1.6,4,AM7,X,9.4,7.9,8.7,32,207
2017,KIA,FORTE 5,FULL-SIZE,2,4,AS6,X,9.7,7,8.3,34,197
2017,KIA,FORTE 5,FULL-SIZE,2,4,M6,X,9.8,7.3,8.7,32,204
2017,KIA,FORTE KOUP,COMPACT,1.6,4,AM7,X,9.6,7.4,8.6,33,204
2017,KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.1,8,9.2,31,216
2017,KIA,FORTE KOUP,COMPACT,2,4,AS6,X,9.6,7.3,8.6,33,203
2017,KIA,FORTE KOUP,COMPACT,2,4,M6,X,9.9,7.6,8.8,32,209
2017,KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.8,9.3,11.8,24,279
2017,KIA,K900,FULL-SIZE,5,8,AS8,Z,15.6,10.6,13.3,21,317
2017,KIA,NIRO,STATION WAGON - SMALL,1.6,4,AM6,X,4.6,5.1,4.8,59,114
2017,KIA,NIRO FE,STATION WAGON - SMALL,1.6,4,AM6,X,4.5,4.8,4.7,60,110
2017,KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,5.4,52,129
2017,KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.6,6.8,8.4,34,198
2017,KIA,OPTIMA FE,FULL-SIZE,2.4,4,AS6,X,9.3,6.6,8,35,190
2017,KIA,OPTIMA TURBO,FULL-SIZE,2,4,AS6,X,10.9,7.6,9.4,30,224
2017,KIA,OPTIMA HYBRID,MID-SIZE,2,4,AS6,X,6,5.1,5.6,50,132
2017,KIA,RIO,COMPACT,1.6,4,AS6,X,8.8,6.5,7.8,36,181
2017,KIA,RIO,COMPACT,1.6,4,M6,X,8.8,6.6,7.8,36,181
2017,KIA,RONDO,STATION WAGON - MID-SIZE,2,4,AS6,X,9.9,7.6,8.9,32,210
2017,KIA,SEDONA,MINIVAN,3.3,6,AS6,X,13.2,9.7,11.6,24,275
2017,KIA,SEDONA SX,MINIVAN,3.3,6,AS6,X,12.9,9.5,11.4,25,269
2017,KIA,SEDONA SXL,MINIVAN,3.3,6,AS6,X,14.1,10.5,12.5,23,296
2017,KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.2,8.3,9.9,29,234
2017,KIA,SORENTO AWD,SUV - SMALL,2,4,AS6,X,12.3,9.4,11,26,259
2017,KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS6,X,11.5,9.3,10.5,27,246
2017,KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS6,X,14,10.1,12.2,23,289
2017,KIA,SORENTO AWD FE,SUV - SMALL,3.3,6,AS6,X,13.2,9.3,11.4,25,270
2017,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,X,9.4,7.8,8.7,32,205
2017,KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.7,7.8,8.8,32,208
2017,KIA,SOUL,STATION WAGON - SMALL,2,4,AS6,X,9.5,7.8,8.7,32,206
2017,KIA,SOUL TURBO,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199
2017,KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,10.4,8,9.3,30,220
2017,KIA,SPORTAGE AWD,SUV - SMALL,2,4,AS6,X,11.9,10.2,11.1,25,263
2017,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS6,X,11.3,9.5,10.5,27,247
2017,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,16,428
2017,LAMBORGHINI,AVENTADOR COUPE LP 740,TWO-SEATER,6.5,12,AM7,Z,23.9,14.5,19.7,14,461
2017,LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,23,13.5,18.7,15,438
2017,LAMBORGHINI,AVENTADOR ROADSTER LP 740,TWO-SEATER,6.5,12,AM7,Z,23.9,14.5,19.7,14,461
2017,LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.4,11.4,14.2,20,331
2017,LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.9,11.8,14.6,19,340
2017,LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2,4,AS9,Z,12,9.2,10.7,26,252
2017,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2,4,AS9,Z,11.3,8,9.8,29,231
2017,LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2,4,AS9,Z,12,8.5,10.4,27,243
2017,LEXUS,CT 200h,COMPACT,1.8,4,AV,X,5.5,5.9,5.7,50,132
2017,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.1,5.9,48,139
2017,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226
2017,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.4,9.2,11,26,257
2017,LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,8,6.9,7.5,38,176
2017,LEXUS,GS F,COMPACT,5,8,AS8,Z,14.9,9.7,12.5,23,293
2017,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,16,12.9,14.6,19,341
2017,LEXUS,IS 200t,COMPACT,2,4,AS8,Z,10.6,7.3,9.1,31,214
2017,LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,12.6,9.2,11,26,258
2017,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.6,9.2,11,26,258
2017,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,303
2017,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,303
2017,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,13,15.8,18,372
2017,LEXUS,NX 200t AWD,SUV - SMALL,2,4,AS6,Z,10.7,8.5,9.7,29,226
2017,LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2,4,AS6,Z,10.8,8.9,9.9,29,232
2017,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,7.2,7.9,7.5,38,176
2017,LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,12.6,9.2,11,26,258
2017,LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,12.6,9.2,11,26,258
2017,LEXUS,RC F,SUBCOMPACT,5,8,AS8,Z,15.2,9.5,12.6,22,289
2017,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.2,9,10.8,26,252
2017,LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,7.5,8.4,7.9,36,185
2017,LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,AS6,X,14,9.5,12,24,281
2017,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3,6,AS6,X,14.4,9.7,12.3,23,288
2017,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
2017,LINCOLN,MKC AWD,SUV - SMALL,2,4,AS6,X,12.3,9.3,10.9,26,256
2017,LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2,4,AS6,X,12.1,9.3,10.8,26,254
2017,LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS6,X,13.1,9.4,11.4,25,268
2017,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,321
2017,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.2,12.7,22,298
2017,LINCOLN,MKX AWD,SUV - SMALL,2.7,6,AS6,X,14.1,9.8,12.1,23,284
2017,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,14.4,10.3,12.5,23,293
2017,LINCOLN,MKZ,MID-SIZE,2,4,AS6,X,11.2,7.6,9.8,29,230
2017,LINCOLN,MKZ,MID-SIZE,3,6,AS6,X,13.4,8.7,11.2,25,264
2017,LINCOLN,MKZ AWD,MID-SIZE,2,4,AS6,X,11.8,8.4,10.2,28,239
2017,LINCOLN,MKZ AWD,MID-SIZE,3,6,AS6,X,14,9.2,11.8,24,278
2017,LINCOLN,MKZ HYBRID,MID-SIZE,2,4,AV,X,5.7,6.2,5.9,48,139
2017,LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS6,X,15.9,12,14.2,20,333
2017,LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.4,14.5,19,339
2017,MASERATI,GHIBLI,MID-SIZE,3,6,AS8,Z,14.1,9.8,12.4,23,286
2017,MASERATI,GHIBLI S,MID-SIZE,3,6,AS8,Z,14.7,10,12.4,23,293
2017,MASERATI,GHIBLI SQ4,MID-SIZE,3,6,AS8,Z,14.7,9.9,12.6,22,295
2017,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,355
2017,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.6,15.2,19,358
2017,MASERATI,LEVANTE,SUV - STANDARD,3,6,AS8,Z,16.8,11.9,14.7,19,340
2017,MASERATI,LEVANTE S,SUV - STANDARD,3,6,AS8,Z,16.8,12.4,14.7,19,346
2017,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,16.1,10.8,13.8,20,321
2017,MASERATI,QUATTROPORTE S,FULL-SIZE,3,6,AS8,Z,14.9,10.3,13.1,22,300
2017,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3,6,AS8,Z,15,10.3,13.1,22,301
2017,MAZDA,CX-3,COMPACT,2,4,AS6,X,8.2,6.9,7.6,37,179
2017,MAZDA,CX-3 4WD,COMPACT,2,4,AS6,X,8.8,7.5,8.2,34,192
2017,MAZDA,CX-5,SUV - SMALL,2,4,M6,X,9.4,7.4,8.5,33,199
2017,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.8,7.7,8.6,33,204
2017,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,10.2,8.3,9.2,31,221
2017,MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,10.6,8.4,9.6,29,225
2017,MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,X,11.5,8.9,10.4,27,242
2017,MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,AS6,X,8.4,6.4,7.5,38,176
2017,MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,M6,X,8.5,6.2,7.5,38,175
2017,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2,4,M6,X,8.5,6.2,7.5,38,175
2017,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,36,182
2017,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.5,6.4,7.6,37,176
2017,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,9.3,6.9,8.2,34,194
2017,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,AS6,X,8.4,6.4,7.5,38,174
2017,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,M6,X,8.6,6.4,7.6,37,178
2017,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,9,6.7,7.8,36,183
2017,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.7,6.6,7.8,36,181
2017,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,9.6,7,8.4,34,198
2017,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.2,9.6,29,226
2017,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,230
2017,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,9.1,6.7,8,35,187
2017,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.9,6.7,7.9,36,186
2017,MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,M6,X,9.8,6.9,8.4,34,196
2017,MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,9,6.7,8,35,187
2017,MAZDA,MX-5 (SIL),TWO-SEATER,2,4,M6,Z,8.9,7.1,8.1,35,190
2017,MERCEDES-BENZ,AMG C 63,COMPACT,4,8,AS7,Z,13.4,9.6,11.7,24,273
2017,MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4,8,AS7,Z,14,10.1,12.2,23,291
2017,MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4,8,AS7,Z,13.8,10.1,12.1,23,285
2017,MERCEDES-BENZ,AMG C 63 S,COMPACT,4,8,AS7,Z,13.4,9.6,11.7,24,273
2017,MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4,8,AS7,Z,14,10.1,12.2,23,291
2017,MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4,8,AS7,Z,13.8,10.1,12.1,23,285
2017,MERCEDES-BENZ,AMG CLA 45,COMPACT,2,4,AS7,Z,10.7,7.6,9.3,30,221
2017,MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.8,13.1,22,308
2017,MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,AS7,Z,20,16.6,18.5,15,413
2017,MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6,12,AS7,Z,22.2,18,20.3,14,467
2017,MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,2,4,AS7,Z,11.3,8.5,10,28,233
2017,MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3,6,A9,Z,17.4,11.1,14.6,19,353
2017,MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3,6,A9,Z,13.6,10.1,12,24,281
2017,MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3,6,A9,Z,13.6,10.2,12,24,281
2017,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.3,13.5,15.6,18,363
2017,MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,AS7,Z,17.2,12.8,15.2,19,363
2017,MERCEDES-BENZ,AMG GLS 63,SUV - STANDARD,5.5,8,AS7,Z,18.2,14,16.3,17,369
2017,MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4,8,AS7,Z,14.5,10.8,12.8,22,303
2017,MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4,8,AS7,Z,14.5,10.8,12.8,22,303
2017,MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21,313
2017,MERCEDES-BENZ,AMG S 63 CABRIOLET,COMPACT,5.5,8,AS7,Z,16.4,10.6,13.8,20,322
2017,MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,15.3,10.2,13,22,305
2017,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6,12,AS7,Z,17.6,10.9,14.6,19,349
2017,MERCEDES-BENZ,AMG S 65 CABRIOLET,COMPACT,6,12,AS7,Z,17.1,11,14.3,20,348
2017,MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6,12,AS7,Z,18.7,11.6,15.5,18,365
2017,MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,23,298
2017,MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6,12,AS7,Z,17.6,10.8,14.5,19,340
2017,MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3,6,A9,Z,11.6,8.2,10.1,28,234
2017,MERCEDES-BENZ,B 250,MID-SIZE,2,4,AS7,Z,9.7,6.6,8.3,34,179
2017,MERCEDES-BENZ,C 300 4MATIC,COMPACT,2,4,AS7,Z,10.1,7.8,9,31,212
2017,MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2,4,A9,Z,10.8,8,9.5,30,222
2017,MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2,4,AS7,Z,10.4,8,9.3,30,218
2017,MERCEDES-BENZ,CLA 250,COMPACT,2,4,AS7,Z,9.6,6.4,8.1,35,190
2017,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,A9,Z,13.6,9.4,11.7,24,275
2017,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2,4,A9,Z,10.8,8.1,9.5,30,246
2017,MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3,6,AS7,Z,11.5,8.1,10,28,233
2017,MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3,6,AS7,Z,11.8,8.4,10.2,28,239
2017,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.2,11.7,24,275
2017,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Z,13.4,8.9,11.4,25,268
2017,MERCEDES-BENZ,G 550,SUV - STANDARD,4,8,AS7,Z,19,16.6,17.9,16,401
